File,Layer Name,Description
parcels.shp,Parcels,"A compilation of parcel data from California, Arizona and Nevada counties found within the study area, minus the Nevada counties of Eureka and Nye (Los Angeles County and UC Davis, Inyo County Database, Clark County Assessor's office, La Paz County Assessor’s office, Mohave County Assessor’s office, and Yuma County Assessor’s office). "
